Email,First Name,Last Name,Residential Address Street,Residential Address Locality,Residential Address State,Residential Address Postcode,Postal Address Street,Postal Address Locality,Postal Address State,Postal Address Postcode,Full_Residential_Address,Full_Postal_Address,Postal_co-ordinates
wyatt_weinat@gmail.com,Declan,Macdonald,804 Chelsea Parkway,AMPILATWATJA,NT,872,79 Dare Knoll,AMBY,QLD,4462,"AMPILATWATJA, NT, 872","AMBY, QLD, 4462","(-37.192428, 145.710775)"
mathew_parker@gmail.com,Savannah,Clarke,76 Chase Plaza,ARCHERTON,VIC,3723,194 Charli Avenue,ARGYLL,QLD,4721,"ARCHERTON, VIC, 3723","ARGYLL, QLD, 4721",Nan
sherlene_collins@yahoo.com,Emily,Phillips,3615 Sofia Circle,ALICE,NSW,2469,442 Kiara Station St,ASHFIELD,NSW,2131,"ALICE, NSW, 2469","ASHFIELD, NSW, 2131","(-34.4252778, 150.6758333)"
tony.mckenzie@hotmail.com,Hugo,Haley,6413 Klein Mall,AFTERLEE,NSW,2474,364 Dare Boulevard,ADA,VIC,3833,"AFTERLEE, NSW, 2474","ADA, VIC, 3833","(-26.7814131, 153.1176555)"
renato_fadel@gmail.com,Alexandra,Owen,2655 Aaron Ridge,AVENEL,VIC,3664,7289 Goldner Road,ADAMSVALE,WA,6375,"AVENEL, VIC, 3664","ADAMSVALE, WA, 6375","(-12.3799071, 130.8746623)"
sung@hotmail.com,Blake,Phillips,11 Mitchell Road,MORGANLAND,NSW,6021,70 Evans Summit,PORT AIDENMOUTH,VIC,4079,"MORGANLAND, NSW, 6021","PORT AIDENMOUTH, VIC, 4079",Nan
nicholle@yahoo.com,Archie,Grady,963 Grady Trail,ARNOLD WEST,VIC,3551,41 Addison Junction,AKOLELE,NSW,2546,"ARNOLD WEST, VIC, 3551","AKOLELE, NSW, 2546","(-29.4418416, 115.6279102)"
lawerence_barton@hotmail.com,Georgia,Muller,3848 Clark Circuit,ALEXANDRIA,NSW,2015,871 Bailey Mews,AXEDALE,VIC,3551,"ALEXANDRIA, NSW, 2015","AXEDALE, VIC, 3551","(-35.7670652, 137.8832372)"
jeannine_zemlak@gmail.com,Samuel,Huel,62 Kunde Plaza,ABERCROMBIE,NSW,2795,61 Gabriel Crescent,ANNADALE,SA,5356,"ABERCROMBIE, NSW, 2795","ANNADALE, SA, 5356","(-19.3019469, 146.7660472)"
ali@yahoo.com,Lara,Hettinger,97 Isaac Terrace,ANNIEBROOK,WA,6280,602 Lara Trail,AMELUP,WA,6338,"ANNIEBROOK, WA, 6280","AMELUP, WA, 6338","(-34.6749515, 138.6595143)"
elise_bashirian@hotmail.com,Christian,Koch,76 Kris Lane,GABRIELLABOROUGH,NSW,1648,63 Jesse Circle,JOHNSONHAVEN,SA,6805,"GABRIELLABOROUGH, NSW, 1648","JOHNSONHAVEN, SA, 6805","(-17.422809, 144.6478726166868)"
young_ziemann@hotmail.com,Amelie,West,61 Garden Trail,NATEHAVEN,ACT,3045,6765 Henry Track,NORTH LUCASSHIRE,ACT,7223,"NATEHAVEN, ACT, 3045","NORTH LUCASSHIRE, ACT, 7223","(-37.3701648, 143.9229115)"
lawana@hotmail.com,Chloe,Green,612 Blake Crescent,APSLEY,VIC,3319,1285 Heller Pass,ANGLEDALE,NSW,2550,"APSLEY, VIC, 3319","ANGLEDALE, NSW, 2550","(-24.9484173, 152.3787326)"
lynwood_towne@yahoo.com,Leo,Kreiger,6319 Zara Plaza,ALBANVALE,VIC,3021,82 Heidi Estate Dr,ACTON PARK,TAS,7170,"ALBANVALE, VIC, 3021","ACTON PARK, TAS, 7170","(-34.8762326, 138.5214767)"
min@gmail.com,Eliza,Moore,1857 Logan Way,ANINDILYAKWA,NT,822,15 Braun Place,ANTWERP,VIC,3414,"ANINDILYAKWA, NT, 822","ANTWERP, VIC, 3414","(-34.2029671, 150.7872441)"
johnny@hotmail.com,Violet,Schmitt,7753 Addison Lane,SOUTH HUGO,SA,7757,496 Xavier Parkway,SAMBOROUGH,VIC,9150,"SOUTH HUGO, SA, 7757","SAMBOROUGH, VIC, 9150","(-17.679023, 144.29345151200465)"
tanner@gmail.com,Chloe,Doyle,323 Anthony Junction,AEROGLEN,QLD,4870,27 Ritchie Drive,ALBERTON,TAS,7263,"AEROGLEN, QLD, 4870","ALBERTON, TAS, 7263","(-34.0685026, 147.1380858)"
carson@gmail.com,Kayla,Abbott,70 Caleb Knoll,AMAROO,NSW,2866,14 Reynolds Track,ALBERT PARK,VIC,3206,"AMAROO, NSW, 2866","ALBERT PARK, VIC, 3206","(-32.2197553, 115.8667368)"
caridad@yahoo.com,Lincoln,Hansen,3535 Lillian Track,ACTON PARK,TAS,7170,90 Reid Pass,ANGELO RIVER,WA,6642,"ACTON PARK, TAS, 7170","ANGELO RIVER, WA, 6642","(-34.27690615, 138.33903101339558)"
blythe@gmail.com,Alana,Kreiger,615 Leo Summit,ALLANSFORD,VIC,3277,278 Fisher Crescent,ASHFIELD,NSW,2131,"ALLANSFORD, VIC, 3277","ASHFIELD, NSW, 2131","(-37.192428, 145.710775)"
helena_schmeler@yahoo.com,Declan,Hahn,1345 Conroy Ridge,ALLENDALE NORTH,SA,5373,994 Armstrong Manor,ARNDELL PARK,NSW,2148,"ALLENDALE NORTH, SA, 5373","ARNDELL PARK, NSW, 2148","(-32.19139, 116.1792)"
randal_romaguera@gmail.com,Dylan,Hettinger,47 Violet Circuit,ALLENSTOWN,QLD,4700,5100 O'hara Junction,ADAVALE,QLD,4474,"ALLENSTOWN, QLD, 4700","ADAVALE, QLD, 4474","(-37.139846500000004, 143.65653903202832)"
kenyatta@yahoo.com,Christopher,Bogan,2917 Henry Boulevard,ANNIEBROOK,WA,6280,9871 Leah Road,ALMONDS,VIC,3727,"ANNIEBROOK, WA, 6280","ALMONDS, VIC, 3727",Nan
andrew@yahoo.com,Anthony,Carter,19 Little Place,ALDERSHOT,QLD,4650,307 Charlotte Track,ASHBURY,NSW,2193,"ALDERSHOT, QLD, 4650","ASHBURY, NSW, 2193",Nan
marco_kuhn@hotmail.com,Charli,Hane,69 Schmitt Parade,CALLUMHAVEN,NT,7633,78 Casper Mews,TAYLORFURT,VIC,4251,"CALLUMHAVEN, NT, 7633","TAYLORFURT, VIC, 4251","(-36.869885, 146.1939993741425)"
carmelina_hickle@hotmail.com,Alana,Patel,3942 Bode Meadow,ANATYE,NT,872,9691 Jasmine Street,AVOCA DELL,SA,5253,"ANATYE, NT, 872","AVOCA DELL, SA, 5253","(-27.8809695, 152.68827293599338)"
dee@hotmail.com,Mia,Schultz,86 Finn Pass,ALEXANDRA,VIC,3714,7951 Amelia Court,ARANDA,ACT,2614,"ALEXANDRA, VIC, 3714","ARANDA, ACT, 2614","(-34.3064627, 150.9292162)"
cody@yahoo.com,Jack,Greenholt,2970 Isabel Summit,ASHTONFIELD,NSW,2323,762 Logan Run,ABBEY,WA,6280,"ASHTONFIELD, NSW, 2323","ABBEY, WA, 6280","(-30.9283982, 150.8437118)"
rodolfo_cremin@hotmail.com,William,Cox,1845 Sophia Estate Dr,AVONSLEIGH,VIC,3782,505 Hamilton Ridge,AIRLIE BEACH,QLD,4802,"AVONSLEIGH, VIC, 3782","AIRLIE BEACH, QLD, 4802","(-33.9727133, 151.1145545)"
lula@yahoo.com,Sophie,Davis,1994 Owen Lane,ARANBANGA,QLD,4625,342 Harry Knoll,APAMURRA,SA,5237,"ARANBANGA, QLD, 4625","APAMURRA, SA, 5237","(-32.0271228, 115.8355245)"
siu_schuster@yahoo.com,Ashley,Schmitt,66 Charlotte Mews,ARDROSSAN,SA,5571,4560 Charlie Parade,ARUMBERA,NT,873,"ARDROSSAN, SA, 5571","ARUMBERA, NT, 873","(-40.9348744, 145.186698)"
marvel@hotmail.com,Abigail,West,8741 Cody Summit,ABERGLASSLYN,NSW,2320,537 David Mall,AVISFORD,NSW,2850,"ABERGLASSLYN, NSW, 2320","AVISFORD, NSW, 2850","(-32.1549359, 115.85795)"
dusty.greenholt@yahoo.com,Ethan,Johns,51 Quinn Crest,ANDERLEIGH,QLD,4570,3169 Chase Station St,AIRVILLE,QLD,4807,"ANDERLEIGH, QLD, 4570","AIRVILLE, QLD, 4807","(-38.0221438, 145.11984)"
thaddeus.koelpin@yahoo.com,Bailey,Heaney,357 Bartoletti Terrace,AVONDALE,NSW,2530,6102 O'reilly Run,ALEXANDER HEIGHTS,WA,6064,"AVONDALE, NSW, 2530","ALEXANDER HEIGHTS, WA, 6064","(-31.787069, 115.9862261)"
tod@hotmail.com,Lilly,Barton,5581 Fadel Mall,ARTHURS LAKE,TAS,7030,8157 Violet Track,ALMONDS,VIC,3727,"ARTHURS LAKE, TAS, 7030","ALMONDS, VIC, 3727","(-27.613083, 153.03239105226027)"
jame_murray@hotmail.com,Eliza,Spencer,4366 Adam Run,LAKE SAM,NT,4655,99 West Ridge,SOUTH ALEXANDRA,VIC,5578,"LAKE SAM, NT, 4655","SOUTH ALEXANDRA, VIC, 5578","(-34.5708425, 150.7752326)"
carry.sauer@hotmail.com,Nicholas,Grady,9198 Kris Estate Dr,ABELS BAY,TAS,7112,6543 Madeline Junction,ANINDILYAKWA,NT,822,"ABELS BAY, TAS, 7112","ANINDILYAKWA, NT, 822","(-37.085589999999996, 143.6693260420048)"
teodoro@hotmail.com,Sam,Spencer,4221 Wilkinson Run,NEW HEIDIBERG,SA,1782,126 Annabelle Street,LEVIMOUTH,TAS,2433,"NEW HEIDIBERG, SA, 1782","LEVIMOUTH, TAS, 2433","(-37.7596196, 144.8974571)"
virgilio.crooks@gmail.com,William,Langworth,70 Alexis Square,ELLAVIEW,TAS,3374,12 Lachlan Station St,EAST GEORGIALAND,ACT,8091,"ELLAVIEW, TAS, 3374","EAST GEORGIALAND, ACT, 8091","(-36.0737734, 146.9135265)"
alexis@gmail.com,Skye,Harber,24 Jenkins Plaza,ABERDEEN,TAS,7310,9700 Kovacek Square,AMAROO,ACT,2914,"ABERDEEN, TAS, 7310","AMAROO, ACT, 2914","(-19.3019469, 146.7660472)"
valentine.volkman@hotmail.com,Eli,Lang,9077 Eli Street,APPILA,SA,5480,917 Piper Ridge,ARCADIA VALLEY,QLD,4702,"APPILA, SA, 5480","ARCADIA VALLEY, QLD, 4702","(-34.0685026, 147.1380858)"
adrien_littel@gmail.com,Gabriella,Mason,326 Bailey Track,ALDERSHOT,QLD,4650,952 Thompson Pass,ARRAWARRA,NSW,2456,"ALDERSHOT, QLD, 4650","ARRAWARRA, NSW, 2456","(-27.911755, 152.91602902703985)"
wallace.stark@yahoo.com,Piper,Cole,34 Ellie Circle,ABINGTON,QLD,4660,6866 Logan Boulevard,ANNERLEY,QLD,4103,"ABINGTON, QLD, 4660","ANNERLEY, QLD, 4103","(-34.3891665, 139.3881387)"
hobert@hotmail.com,Ethan,Thomson,1557 Welch Way,ALICE,NSW,2469,8986 Layla Hill,AVONMORE,VIC,3559,"ALICE, NSW, 2469","AVONMORE, VIC, 3559","(-34.097735, 139.1556029)"
gale@gmail.com,Abigail,Lynch,7986 Madeline Mall,ARGYLE,VIC,3523,5331 Charlotte Street,AFTERLEE,NSW,2474,"ARGYLE, VIC, 3523","AFTERLEE, NSW, 2474","(-32.0137091, 115.8366566)"
ila.borer@yahoo.com,Jett,Becker,1000 Kiara Track,ABERFELDIE,VIC,3040,1612 Poppy Way,AGERY,SA,5558,"ABERFELDIE, VIC, 3040","AGERY, SA, 5558","(-30.566585, 137.15001419253298)"
hang@hotmail.com,Declan,Barrows,8672 Wright Run,ALLESTREE,VIC,3305,2159 Emily Road,ALTONA,SA,5351,"ALLESTREE, VIC, 3305","ALTONA, SA, 5351",Nan
morris.hickle@gmail.com,Stephanie,Larkin,882 Kulas Knoll,ARCHER RIVER,QLD,4892,5518 Skye Grove,AVALON,VIC,3212,"ARCHER RIVER, QLD, 4892","AVALON, VIC, 3212","(-41.2050163, 146.3748003)"
weldon@hotmail.com,Zac,Harvey,12 Jacobs Estate Dr,ALLOWAY,QLD,4670,735 Mueller Street,ALEXANDRA,VIC,3714,"ALLOWAY, QLD, 4670","ALEXANDRA, VIC, 3714","(-17.679023, 144.29345151200465)"
cliff.schumm@yahoo.com,Zoe,Casper,380 Grady Island,ABIGAILTON,ACT,3814,92 Ryan Trail,MORISSETTEMOUTH,VIC,5598,"ABIGAILTON, ACT, 3814","MORISSETTEMOUTH, VIC, 5598","(-34.9016148, 138.5543914)"
gertude.runte@gmail.com,Emily,Kelly,33 Eve Drive,ANAMBAH,NSW,2320,693 Nolan Summit,AVON,NSW,2574,"ANAMBAH, NSW, 2320","AVON, NSW, 2574","(-38.4051948, 144.188958)"
delana_hansen@hotmail.com,Zoe,Lockman,5870 Goodwin Way,ANGAS VALLEY,SA,5238,2154 Morgan Junction,AROONA,QLD,4551,"ANGAS VALLEY, SA, 5238","AROONA, QLD, 4551","(-35.0247822, 117.883608)"
ruell.gislason@hotmail.com,Jake,Thomas,152 Boyer Boulevard,ALICE,NSW,2469,6325 Nicholas Knoll,ALAWA,NT,810,"ALICE, NSW, 2469","ALAWA, NT, 810","(-35.334938199999996, 138.96950777457306)"
wilmer@yahoo.com,Isabelle,Ward,4814 Thomson Grove,NEW LUCYTON,TAS,8567,70 Rutherford Circle,NEW LEVI,SA,3494,"NEW LUCYTON, TAS, 8567","NEW LEVI, SA, 3494","(-36.2320385, 142.6799121472199)"
noel@gmail.com,Hamish,Doyle,64 Marks Street,ANGLESEA,VIC,3230,6378 Hills Station St,ARRINO,WA,6519,"ANGLESEA, VIC, 3230","ARRINO, WA, 6519","(-32.8812789, 151.3968519)"
tam@gmail.com,Alana,Rose,555 Farrell Ridge,ALTONA MEADOWS,VIC,3028,5131 Joseph Pass,AMERICAN BEACH,SA,5222,"ALTONA MEADOWS, VIC, 3028","AMERICAN BEACH, SA, 5222",Nan
clarine.harvey@gmail.com,Matthew,Kulas,9459 Claire Lane,ABERGOWRIE,QLD,4850,4717 Mason Crescent,AITKENVALE,QLD,4814,"ABERGOWRIE, QLD, 4850","AITKENVALE, QLD, 4814","(-38.0044384, 140.7097527)"
joette_swaniawski@gmail.com,Hunter,Johnston,141 Murray Parkway,ABBOTSFORD,VIC,3067,6016 Lucy Trail,ANDREWS FARM,SA,5114,"ABBOTSFORD, VIC, 3067","ANDREWS FARM, SA, 5114","(-33.265, 151.3983333)"
tera_huels@gmail.com,Charli,Feil,1020 Kohler Court,AVONDALE,QLD,4670,654 Donnelly Circuit,ALMADEN,QLD,4871,"AVONDALE, QLD, 4670","ALMADEN, QLD, 4871","(-41.0372935, 148.2691093)"
mirna_fadel@gmail.com,Maddison,Crooks,15 Joseph Parade,AMOSFIELD,NSW,4380,256 Lang Avenue,ALLENDALE,VIC,3364,"AMOSFIELD, NSW, 4380","ALLENDALE, VIC, 3364","(-21.445357, 149.2686148891206)"
chung_von@gmail.com,Liam,Tillman,890 Lauren Loop,ALLAMBIE HEIGHTS,NSW,2100,3930 Natalie Estate Dr,ALLOWAY,QLD,4670,"ALLAMBIE HEIGHTS, NSW, 2100","ALLOWAY, QLD, 4670","(-35.315, 148.4344444)"
irene@gmail.com,Eliza,West,600 Kayla Junction,AVONDALE,QLD,4670,16 Harry Crescent,ALBERT PARK,SA,5014,"AVONDALE, QLD, 4670","ALBERT PARK, SA, 5014","(-34.615, 150.4844444)"
indira_rogahn@hotmail.com,Phoenix,Corkery,76 Samuel Run,ASHENDON,WA,6111,61 Emily Junction,APPIN,NSW,2560,"ASHENDON, WA, 6111","APPIN, NSW, 2560","(-27.569485999999998, 153.00872543991687)"
shella@hotmail.com,Lily,Marvin,386 Kelly Avenue,ABBOTSHAM,TAS,7315,422 Williams Crest,AMBER,QLD,4871,"ABBOTSHAM, TAS, 7315","AMBER, QLD, 4871","(-36.2320385, 142.6799121472199)"
nicholas@yahoo.com,Claire,Ward,10 Hyatt Lane,ALLAMBEE SOUTH,VIC,3871,485 Jett Run,ALLEENA,NSW,2671,"ALLAMBEE SOUTH, VIC, 3871","ALLEENA, NSW, 2671","(-32.8072172, 151.4274977)"
deloris@yahoo.com,Darcy,Ernser,3855 Rowe Ridge,ALONNAH,TAS,7150,853 Ernser Mews,ANKETELL,WA,6167,"ALONNAH, TAS, 7150","ANKETELL, WA, 6167","(-28.3734397, 152.3197734)"
lindsay.mante@gmail.com,Alice,Beahan,771 Andrew Meadow,ANDREWS,SA,5454,7399 Jordan Court,AVON,SA,5501,"ANDREWS, SA, 5454","AVON, SA, 5501","(-32.8812789, 151.3968519)"
berneice.klein@gmail.com,Aidan,Sanford,33 O'conner Mall,ARRIGA,QLD,4880,966 Isabella Station St,ALEXANDRA,VIC,3714,"ARRIGA, QLD, 4880","ALEXANDRA, VIC, 3714","(-17.097728, 145.32725128704044)"
titus@hotmail.com,Isaac,Quinn,2424 Caleb Drive,ANEMBO,NSW,2621,218 Liam Junction,ASHENDON,WA,6111,"ANEMBO, NSW, 2621","ASHENDON, WA, 6111","(-37.2834165, 142.9319447)"
james.rowe@yahoo.com,Violet,Grant,963 Champlin Crescent,ARRAWARRA HEADLAND,NSW,2456,653 Mason Parkway,AMHERST,VIC,3371,"ARRAWARRA HEADLAND, NSW, 2456","AMHERST, VIC, 3371","(-29.1100681, 147.9176423)"
margherita@yahoo.com,Alexander,Mills,747 Tromp Knoll,ACLAND,QLD,4401,275 Mccullough Street,AREYONGA,NT,872,"ACLAND, QLD, 4401","AREYONGA, NT, 872","(-32.1668599, 150.8919596)"
scarlet_hegmann@hotmail.com,Charli,Barton,97 Cronin Run,D'AMORECHESTER,QLD,2964,2995 Chase Terrace,HUNTERVIEW,VIC,7219,"D'AMORECHESTER, QLD, 2964","HUNTERVIEW, VIC, 7219","(-35.875072, 143.87390950506887)"
luis.nicolas@yahoo.com,Taylor,Jacobi,750 Young Track,ABBOTSFORD,VIC,3067,128 Ashley View Rd,ARCHERTON,VIC,3723,"ABBOTSFORD, VIC, 3067","ARCHERTON, VIC, 3723","(-33.9094322, 138.92994407539157)"
carlton_heel@gmail.com,Isabel,Durgan,54 Alexander Lane,ARUNDEL,QLD,4214,232 Goldner Mews,ANTHONY,QLD,4310,"ARUNDEL, QLD, 4214","ANTHONY, QLD, 4310","(-26.669601999999998, 153.10175199135801)"
shantay_wyman@hotmail.com,Levi,Durgan,5950 Scarlett Island,ALBERTA,QLD,4702,361 Langworth Junction,AUSTINMER,NSW,2515,"ALBERTA, QLD, 4702","AUSTINMER, NSW, 2515","(-24.3466125, 149.77663219322122)"
leo_little@yahoo.com,Taylor,Jenkins,996 Luca Crest,AMBARVALE,NSW,2560,18 Matthew Track,ATTUNGA,NSW,2345,"AMBARVALE, NSW, 2560","ATTUNGA, NSW, 2345","(-41.21302, 146.17677)"
miles@yahoo.com,Levi,Cole,616 Sofia Manor,ADAMS ESTATE,VIC,3984,838 Hane Summit,ALLAWAH,NSW,2218,"ADAMS ESTATE, VIC, 3984","ALLAWAH, NSW, 2218","(-32.8719444, 149.8094444)"
dong@yahoo.com,Zoe,Boyle,429 Beier Knoll,ABBOTSFORD,QLD,4670,43 Savannah Meadow,ARDROSS,WA,6153,"ABBOTSFORD, QLD, 4670","ARDROSS, WA, 6153","(-25.636086499999998, 152.5914461311075)"
oliva.schinner@yahoo.com,Emily,Tremblay,4329 Campbell Boulevard,ALLAMBEE SOUTH,VIC,3871,6696 Waters Run,ALCOMIE,TAS,7330,"ALLAMBEE SOUTH, VIC, 3871","ALCOMIE, TAS, 7330","(-34.855289, 142.80087295681284)"
hector.schamberger@yahoo.com,Jake,Wilson,9715 Levi Parade,ARGENTS HILL,NSW,2449,3520 Marvin Circuit,AUBIN GROVE,WA,6164,"ARGENTS HILL, NSW, 2449","AUBIN GROVE, WA, 6164","(-30.4534886, 137.16501576788045)"
jefferson@yahoo.com,Nate,Macdonald,309 Durgan Trail,ABERGLASSLYN,NSW,2320,982 Cartwright Court,ASPENDALE GARDENS,VIC,3195,"ABERGLASSLYN, NSW, 2320","ASPENDALE GARDENS, VIC, 3195",Nan
roland.feest@hotmail.com,Joseph,Mclaughlin,10 Summer Parade,ALLENSTOWN,QLD,4700,106 Turcotte Pass,AVELEY,WA,6069,"ALLENSTOWN, QLD, 4700","AVELEY, WA, 6069","(-36.39, 148.9844444)"
harvey.keebler@yahoo.com,Blake,Gibson,55 Thomas Track,ALSTONVALE,NSW,2477,531 Logan Crescent,ALGESTER,QLD,4115,"ALSTONVALE, NSW, 2477","ALGESTER, QLD, 4115","(-19.5281175, 147.48116189676745)"
samatha@yahoo.com,Ashley,Watson,9366 Ward Ridge,ABERGOWRIE,QLD,4850,17 Maddison Lane,ALBION PARK,NSW,2527,"ABERGOWRIE, QLD, 4850","ALBION PARK, NSW, 2527","(-41.0372935, 148.2691093)"
oliver_gulgowski@hotmail.com,Michael,Fisher,4110 Madeline Estate Dr,ABBOTSBURY,NSW,2176,5462 Jett Terrace,ADELAIDE LEAD,VIC,3465,"ABBOTSBURY, NSW, 2176","ADELAIDE LEAD, VIC, 3465","(-28.020298, 151.9865208526317)"
shena@gmail.com,Aidan,Little,63 Summer Loop,ADAMINABY,NSW,2629,96 Ebert Way,ABERFELDIE,VIC,3040,"ADAMINABY, NSW, 2629","ABERFELDIE, VIC, 3040","(-34.2029671, 150.7872441)"
penney@hotmail.com,Archie,Wolf,579 Abbey Station St,ALYANGULA,NT,885,905 Bosco Mall,ALBURY,NSW,2640,"ALYANGULA, NT, 885","ALBURY, NSW, 2640","(-38.5232055, 145.44837205027596)"
willis_becker@gmail.com,Mia,Moss,46 Mccullough Avenue,AJANA,WA,6532,79 Glover Ridge,AITKENVALE,QLD,4814,"AJANA, WA, 6532","AITKENVALE, QLD, 4814","(-27.4138715, 152.42719678837207)"
shon.donnelly@gmail.com,Michael,Marks,15 Schroeder Trail,ARROWSMITH,WA,6525,598 Andrew Parade,ALLEENA,NSW,2671,"ARROWSMITH, WA, 6525","ALLEENA, NSW, 2671","(-37.7614537, 144.862141)"
anita@hotmail.com,Ruby,Larson,222 Watson Island,APPLECROSS,WA,6153,286 Nader Plaza,ALLENVIEW,QLD,4285,"APPLECROSS, WA, 6153","ALLENVIEW, QLD, 4285",Nan
damon@gmail.com,Caitlin,Cronin,123 Phoenix Hill,ANDERLEIGH,QLD,4570,968 Ethan Estate Dr,ANNADALE,SA,5356,"ANDERLEIGH, QLD, 4570","ANNADALE, SA, 5356","(-27.5123015, 152.28868017258898)"
jason_kovacek@gmail.com,Andrew,Larkin,365 Cody Knoll,ALBION,VIC,3020,180 Stanton Drive,AUSTRALIA PLAINS,SA,5374,"ALBION, VIC, 3020","AUSTRALIA PLAINS, SA, 5374","(-26.7814131, 153.1176555)"
raguel_nikolaus@gmail.com,Xavier,Murphy,331 Emmerich Street,ARIAH PARK,NSW,2665,543 Zachary Manor,APPLECROSS,WA,6153,"ARIAH PARK, NSW, 2665","APPLECROSS, WA, 6153","(-33.0605545, 151.5842888)"
danica@hotmail.com,Bailey,Nguyen,207 Morgan Plaza,ARNOLD,NT,852,661 Lucas Trail,ANDAMOOKA STATION,SA,5719,"ARNOLD, NT, 852","ANDAMOOKA STATION, SA, 5719","(-36.0013327, 148.6624296)"
marco.braun@yahoo.com,Jasmine,Mueller,923 Cameron Summit,LACHLANHAVEN,SA,6002,1427 Ryan Mall,NEW HAYDENBURY,NSW,1486,"LACHLANHAVEN, SA, 6002","NEW HAYDENBURY, NSW, 1486",Nan
irving@gmail.com,Archie,Rutherford,85 Hackett Crescent,ARTHURS LAKE,TAS,7030,51 Daugherty Crescent,AMBLESIDE,TAS,7310,"ARTHURS LAKE, TAS, 7030","AMBLESIDE, TAS, 7310","(-21.3073105, 149.2267965222255)"
gayle.vonrueden@yahoo.com,Mitchell,Crooks,8991 Patel Circle,ACACIA RIDGE,QLD,4110,366 Hudson Meadow,AMBER,QLD,4871,"ACACIA RIDGE, QLD, 4110","AMBER, QLD, 4871","(-37.558214, 143.7998153)"
shanel_oberbrunner@yahoo.com,Kiara,Lakin,5090 Kiehn Road,ADARE,QLD,4343,8247 Abbott Ridge,ALLENBY GARDENS,SA,5009,"ADARE, QLD, 4343","ALLENBY GARDENS, SA, 5009","(-29.0450975, 115.10024335283742)"
arnulfo@yahoo.com,Eliza,Armstrong,3355 Anderson Station St,AVONSIDE,NSW,2628,9489 Hughes Crest,ANGLESEA,VIC,3230,"AVONSIDE, NSW, 2628","ANGLESEA, VIC, 3230","(-27.5404815, 152.8638552)"
dedra@hotmail.com,Dylan,Stanton,3966 Paterson Manor,ALLIGATOR CREEK,QLD,4740,32 Schneider Mews,ALBANY,WA,6330,"ALLIGATOR CREEK, QLD, 4740","ALBANY, WA, 6330","(-35.5983333, 146.7844444)"
wilma@hotmail.com,Nicholas,Monahan,8254 Emily Station St,ANGLERS REST,VIC,3898,8147 Gutmann Terrace,ANGAS PLAINS,SA,5255,"ANGLERS REST, VIC, 3898","ANGAS PLAINS, SA, 5255","(-35.2873581, 138.7622388)"
andre@yahoo.com,Claudia,Roberts,4084 Alexis Plaza,ACACIA HILLS,TAS,7306,1211 Isaac Junction,AREEGRA,VIC,3480,"ACACIA HILLS, TAS, 7306","AREEGRA, VIC, 3480","(-32.515, 150.8677778)"
perla@yahoo.com,Christopher,Carter,2476 Kayla Parade,ARGYLE,WA,6239,27 Andrew Circle,ABERNETHY,NSW,2325,"ARGYLE, WA, 6239","ABERNETHY, NSW, 2325","(-33.6145082, 150.7114482)"
norris.herman@gmail.com,Molly,Collins,593 O'connell Parade,RICHARDSSIDE,ACT,2369,554 Watson Loop,SOUTH EVA,NT,8224,"RICHARDSSIDE, ACT, 2369","SOUTH EVA, NT, 8224","(-19.350223, 146.61922326862077)"
lucien@gmail.com,Harrison,King,4317 Parker Square,ADELAIDE LEAD,VIC,3465,93 Amelie Ridge,ALLENDALE EAST,SA,5291,"ADELAIDE LEAD, VIC, 3465","ALLENDALE EAST, SA, 5291","(-28.2539205, 114.64235576624039)"
angie.bernier@gmail.com,Hunter,Rice,92 Ryan Boulevard,APPLETREE FLAT,NSW,2330,5671 Larson Junction,ALISON,NSW,2259,"APPLETREE FLAT, NSW, 2330","ALISON, NSW, 2259","(-35.929989500000005, 143.86459057825428)"
katy@gmail.com,Jacob,Dickens,40 Audrey Road,ALLENSTOWN,QLD,4700,315 Heidi Mews,ANSONS BAY,TAS,7264,"ALLENSTOWN, QLD, 4700","ANSONS BAY, TAS, 7264","(-30.5144881, 151.6656564)"
arturo@gmail.com,Piper,Ritchie,577 Violet Knoll,ARGOON,NSW,2707,4905 Alana Circuit,ARMSTRONG BEACH,QLD,4737,"ARGOON, NSW, 2707","ARMSTRONG BEACH, QLD, 4737","(-36.5556005, 145.3855545852896)"
ila@hotmail.com,Dylan,Mann,117 Barton Meadow,APPIN,NSW,2560,29 Rutherford Parkway,ARGALONG,NSW,2720,"APPIN, NSW, 2560","ARGALONG, NSW, 2720","(-35.2873581, 138.7622388)"
kendall@gmail.com,Michael,Haley,6050 Feil Parkway,AGNES,VIC,3962,79 Henry Crest,AVOCA,NSW,2577,"AGNES, VIC, 3962","AVOCA, NSW, 2577","(-35.0859511, 148.3985662)"
marquis@yahoo.com,Poppy,Ritchie,333 Abbey Station St,ASHBURTON,VIC,3147,93 Reilly Parkway,ARCHERFIELD,QLD,4108,"ASHBURTON, VIC, 3147","ARCHERFIELD, QLD, 4108","(-34.5230556, 150.7327778)"
santo_bogan@yahoo.com,Amelia,Daniel,953 Jessica Meadow,ABINGTON,NSW,2350,982 Christopher Trail,AREEGRA,VIC,3480,"ABINGTON, NSW, 2350","AREEGRA, VIC, 3480","(-23.975732999999998, 148.32711448169016)"
